"city","area","rooms","bathroom","parking.spaces","floor","animal","furniture","rent.amount","fire.insurance"
"yes",270,3,2,4,21,"acept","not furnished",13000,165
"yes",65,2,1,1,3,"acept","not furnished",3000,39
"yes",100,2,1,3,0,"not acept","not furnished",2700,41
"yes",250,3,4,2,10,"acept","not furnished",10000,127
"yes",119,3,3,1,4,"not acept","furnished",3510,45
"yes",394,4,6,4,23,"acept","furnished",4000,51
"no",660,5,5,4,0,"acept","not furnished",5000,76
"yes",40,1,1,0,3,"acept","not furnished",1555,20
"yes",60,3,1,1,15,"acept","furnished",2390,31
"yes",240,3,2,2,17,"not acept","not furnished",9800,125
"yes",180,3,1,1,18,"acept","not furnished",9500,121
"yes",400,4,4,4,0,"acept","not furnished",7500,113
"yes",250,3,4,3,4,"acept","not furnished",14000,178
"no",60,2,1,0,1,"acept","not furnished",1170,15
"no",77,2,2,1,9,"acept","not furnished",1200,16
"yes",154,4,3,3,21,"acept","not furnished",7000,89
"yes",250,3,3,2,0,"not acept","not furnished",3700,56
"no",450,4,5,4,0,"acept","furnished",6900,104
"yes",179,3,3,0,9,"not acept","furnished",12000,153
"yes",400,5,5,4,0,"acept","not furnished",15000,226
"yes",102,2,1,0,1,"acept","not furnished",1700,22
"yes",45,2,2,0,0,"not acept","not furnished",1630,25
"yes",90,1,2,2,13,"not acept","furnished",8000,102
"yes",230,3,3,3,7,"acept","not furnished",3916,50
"yes",220,2,4,2,0,"acept","furnished",6200,94
"yes",58,1,2,1,5,"acept","not furnished",1250,16
"no",67,2,2,2,12,"acept","not furnished",1070,14
"yes",113,3,2,1,6,"acept","not furnished",3000,39
"yes",111,3,4,3,1,"acept","not furnished",2700,35
"yes",50,2,1,1,1,"acept","not furnished",1450,19
"yes",54,2,1,1,11,"not acept","furnished",3500,45
"yes",300,5,5,2,0,"acept","not furnished",4000,61
"yes",65,2,2,1,6,"acept","not furnished",2360,30
"yes",80,2,2,2,0,"not acept","not furnished",3600,55
"yes",50,2,1,1,11,"acept","not furnished",1200,16
"yes",35,1,1,1,1,"acept","not furnished",1020,13
"yes",200,3,2,1,0,"not acept","not furnished",2700,41
"no",43,1,1,1,5,"acept","not furnished",900,12
"yes",41,1,1,0,12,"acept","not furnished",1573,20
"yes",63,1,1,1,9,"not acept","furnished",7400,94
"yes",190,4,4,3,11,"acept","furnished",7000,89
"yes",500,4,4,4,0,"acept","not furnished",7500,113
"yes",73,3,2,1,9,"acept","not furnished",1850,24
"no",104,3,1,0,3,"not acept","not furnished",700,9
"yes",35,1,1,0,0,"acept","not furnished",700,11
"yes",120,2,2,2,0,"acept","not furnished",5500,83
"yes",55,2,3,2,0,"acept","not furnished",1850,28
"yes",240,2,1,5,0,"acept","not furnished",2600,40
"yes",400,4,5,3,3,"acept","furnished",6000,77
"yes",200,2,3,1,10,"acept","not furnished",4500,58
"yes",40,1,1,1,1,"not acept","furnished",2049,26
"yes",68,2,1,0,12,"acept","not furnished",1300,17
"yes",150,2,3,0,0,"acept","not furnished",4000,61
"yes",50,2,1,1,8,"acept","not furnished",1700,22
"no",113,3,2,2,11,"acept","not furnished",1450,19
"yes",88,2,2,2,1,"not acept","furnished",6250,80
"yes",90,3,2,3,1,"acept","not furnished",1500,20
"yes",350,3,3,8,0,"acept","not furnished",9240,139
"yes",340,4,6,4,0,"acept","furnished",11470,173
"yes",86,2,1,1,9,"not acept","not furnished",5800,74
"yes",216,4,3,0,17,"acept","furnished",8000,102
"yes",170,4,5,3,14,"acept","furnished",5200,66
"yes",400,3,3,6,0,"acept","not furnished",15000,226
"no",77,2,1,1,7,"acept","furnished",1200,16
"no",350,4,5,4,0,"acept","not furnished",8000,121
"yes",145,4,2,2,0,"acept","not furnished",2230,34
"yes",180,4,1,1,13,"acept","not furnished",8500,108
"yes",144,4,2,2,6,"acept","not furnished",5500,70
"yes",60,2,1,1,3,"acept","not furnished",3005,39
"yes",220,4,3,0,3,"acept","not furnished",6000,77
"yes",60,2,1,1,8,"acept","furnished",6400,82
"yes",165,3,1,2,0,"acept","not furnished",3800,25
"yes",400,5,6,4,15,"acept","not furnished",3502,45
"yes",77,3,2,1,1,"acept","not furnished",1900,25
"yes",215,3,4,4,0,"acept","not furnished",10000,151
"no",78,3,2,2,3,"acept","not furnished",1780,23
"yes",96,2,2,2,12,"acept","not furnished",1800,23
"yes",400,4,5,4,13,"acept","furnished",7000,89
"yes",120,3,2,2,5,"not acept","not furnished",5000,36
"yes",53,2,1,1,8,"acept","furnished",3250,42
"yes",70,2,1,0,1,"acept","not furnished",1750,13
"yes",100,3,3,0,5,"acept","not furnished",6330,81
"no",69,2,1,1,2,"acept","not furnished",800,11
"yes",25,1,1,0,0,"not acept","not furnished",1350,21
"yes",68,3,2,1,3,"acept","furnished",1299,17
"yes",30,1,1,1,10,"acept","furnished",1850,24
"yes",156,2,4,2,11,"acept","not furnished",10000,127
"yes",33,1,1,0,12,"not acept","furnished",3000,39
"yes",205,3,5,1,8,"acept","not furnished",2800,36
"yes",79,2,3,1,14,"acept","not furnished",3100,40
"yes",70,3,2,1,4,"acept","furnished",2550,33
"yes",40,1,1,0,8,"not acept","not furnished",1094,5
"no",438,5,4,0,0,"acept","not furnished",7735,117
"yes",30,1,1,0,0,"not acept","not furnished",1000,13
"yes",212,3,5,3,7,"acept","not furnished",7000,89
"yes",32,1,1,0,3,"acept","not furnished",1700,22
"yes",269,4,4,5,21,"acept","furnished",14000,178
"yes",63,2,1,1,5,"acept","not furnished",1100,14
"yes",39,1,1,0,10,"acept","furnished",2000,26
"yes",200,3,2,3,3,"acept","not furnished",4000,51
"yes",290,3,3,1,5,"acept","not furnished",2500,32
"yes",30,1,1,1,18,"not acept","not furnished",1950,25
"yes",176,4,5,0,1,"acept","furnished",9500,121
"yes",77,2,2,1,6,"acept","not furnished",3000,39
"yes",47,1,1,0,2,"acept","not furnished",1490,19
"yes",135,3,2,0,3,"acept","not furnished",4500,58
"yes",108,2,3,2,0,"acept","not furnished",2100,32
"yes",212,4,3,2,17,"acept","not furnished",13800,175
"yes",140,2,4,1,11,"acept","not furnished",8900,113
"no",51,2,1,1,1,"not acept","not furnished",800,11
"yes",42,1,1,1,9,"acept","furnished",3800,49
"yes",108,3,3,3,11,"acept","furnished",4000,51
"no",53,1,1,0,6,"acept","not furnished",500,7
"yes",254,3,3,3,11,"acept","furnished",12750,162
"no",67,3,1,1,1,"not acept","not furnished",900,12
"yes",50,2,1,1,1,"acept","not furnished",2000,26
"yes",115,4,4,3,2,"acept","not furnished",4000,51
"no",70,2,1,1,0,"not acept","not furnished",1184,15
"yes",140,3,4,2,6,"acept","not furnished",2500,32
"yes",156,2,3,2,8,"acept","furnished",13590,173
"yes",295,4,4,4,21,"acept","not furnished",9500,121
"yes",42,1,1,1,5,"acept","not furnished",2100,27
"yes",480,4,5,2,0,"acept","furnished",6000,91
"yes",65,1,2,2,3,"not acept","furnished",3400,44
"yes",220,4,5,3,9,"acept","not furnished",9700,123
"yes",57,2,1,2,8,"acept","not furnished",2200,28
"yes",170,3,3,0,10,"acept","not furnished",7500,96
"no",55,1,1,1,2,"acept","not furnished",850,11
"yes",117,4,5,4,16,"acept","not furnished",2500,32
"yes",280,5,2,1,0,"acept","not furnished",8000,121
"yes",140,4,3,2,10,"acept","not furnished",3800,49
"yes",57,2,2,0,9,"acept","not furnished",1908,25
"yes",200,3,4,2,0,"acept","not furnished",2500,38
"yes",35,1,1,0,1,"not acept","not furnished",900,12
"no",30,1,1,0,15,"acept","not furnished",500,7
"yes",42,1,1,0,9,"acept","furnished",1500,20
"no",69,2,1,1,7,"not acept","not furnished",980,13
"yes",60,2,1,1,7,"acept","not furnished",1230,16
"yes",253,3,5,5,9,"acept","not furnished",6750,86
"yes",220,4,5,2,0,"acept","not furnished",6500,98
"yes",127,2,3,2,1,"acept","furnished",3600,46
"yes",85,3,2,1,10,"acept","furnished",2730,35
"yes",470,4,6,3,0,"acept","not furnished",7200,109
"yes",124,3,3,2,16,"acept","not furnished",2791,36
"yes",100,2,2,0,0,"not acept","not furnished",3250,49
"yes",60,2,2,1,11,"acept","not furnished",4000,51
"yes",57,1,1,0,10,"not acept","not furnished",2200,28
"yes",54,1,1,1,20,"acept","furnished",4500,58
"yes",84,3,1,1,6,"acept","not furnished",2180,28
"yes",360,3,4,1,10,"acept","not furnished",10000,127
"yes",51,2,1,0,12,"acept","furnished",2000,26
"yes",119,2,2,0,5,"acept","not furnished",2350,30
"yes",70,2,1,0,0,"not acept","not furnished",1700,26
"yes",100,3,3,2,3,"not acept","not furnished",4350,56
"yes",100,2,1,0,4,"acept","not furnished",1500,23
"yes",79,2,1,1,3,"acept","not furnished",1444,19
"yes",220,3,4,3,2,"not acept","not furnished",5150,66
"yes",100,3,1,0,0,"acept","not furnished",2700,41
"yes",108,3,3,2,2,"acept","not furnished",3400,44
"yes",230,2,1,8,0,"acept","not furnished",4500,68
"yes",103,3,3,2,3,"acept","furnished",6500,83
"yes",90,3,2,2,2,"acept","not furnished",1700,22
"yes",220,4,4,2,10,"acept","not furnished",3200,41
"yes",125,3,2,2,11,"acept","not furnished",2100,27
"yes",54,1,1,1,8,"acept","not furnished",3850,49
"yes",300,5,5,3,0,"acept","not furnished",4700,71
"yes",280,3,5,3,0,"acept","not furnished",8000,121
"yes",45,2,2,0,0,"not acept","not furnished",1650,25
"no",60,3,1,1,5,"not acept","not furnished",1800,23
"yes",100,2,2,1,15,"acept","not furnished",7100,90
"yes",40,1,1,1,10,"acept","not furnished",2600,33
"yes",160,3,2,1,10,"not acept","not furnished",2300,30
"yes",41,2,1,0,1,"acept","not furnished",1478,19
"yes",350,5,3,6,0,"acept","not furnished",6070,92
"yes",300,3,3,3,0,"acept","not furnished",3500,53
"yes",89,2,2,2,20,"acept","furnished",4500,58
"yes",325,4,5,7,0,"acept","furnished",13000,196
"yes",170,2,2,5,0,"acept","not furnished",5500,83
"yes",520,4,6,4,0,"acept","not furnished",15000,226
"yes",480,4,6,5,9,"acept","not furnished",15000,191
"yes",45,1,1,1,2,"acept","not furnished",2500,32
"yes",89,3,1,1,2,"acept","not furnished",2000,26
"yes",108,3,2,2,12,"not acept","not furnished",2900,37
"no",48,2,1,0,5,"acept","not furnished",1000,13
"yes",160,3,2,2,18,"acept","furnished",1900,25
"yes",160,2,3,3,0,"acept","not furnished",7500,113
"yes",100,4,3,2,2,"acept","not furnished",2500,32
"yes",75,3,2,1,21,"acept","not furnished",2900,37
"yes",215,4,4,3,6,"acept","not furnished",3400,44
"yes",125,3,4,1,2,"acept","not furnished",4900,63
"yes",94,3,2,3,5,"acept","not furnished",2200,28
"yes",60,2,1,1,8,"acept","not furnished",2750,35
"yes",66,2,1,1,10,"not acept","furnished",3800,27
"yes",300,4,5,4,0,"acept","not furnished",5000,76
"yes",102,3,3,2,12,"acept","not furnished",5702,73
"yes",462,7,2,3,0,"not acept","not furnished",8600,130
"no",51,2,1,2,13,"not acept","not furnished",1850,24
"yes",120,3,3,2,0,"acept","not furnished",3500,53
"yes",35,1,1,1,10,"not acept","furnished",2800,36
"yes",229,4,2,3,2,"acept","furnished",5500,70
"yes",530,4,5,6,0,"not acept","not furnished",15000,226
"no",74,3,1,1,3,"acept","not furnished",1000,13
"yes",96,2,1,1,2,"acept","not furnished",4300,55
"yes",181,4,5,3,5,"acept","not furnished",2600,33
"yes",38,1,1,1,1,"acept","not furnished",1942,9
"yes",260,2,3,4,0,"acept","not furnished",5500,83
"yes",126,3,2,0,1,"acept","not furnished",2210,28
"yes",98,1,2,2,4,"not acept","furnished",8400,107
"yes",220,4,3,3,20,"acept","furnished",5500,70
"yes",164,3,2,2,6,"acept","not furnished",8500,108
"yes",50,1,1,1,3,"not acept","furnished",4230,54
"no",55,2,1,1,1,"acept","not furnished",900,12
"no",300,4,4,3,2,"acept","not furnished",6000,77
"yes",40,1,1,1,1,"acept","not furnished",1300,17
"yes",68,2,1,1,8,"acept","not furnished",1306,17
"yes",220,2,2,3,0,"acept","not furnished",10500,158
"yes",270,2,3,4,0,"acept","not furnished",3270,50
"yes",255,3,4,4,9,"acept","furnished",5000,64
"yes",49,1,1,1,10,"not acept","not furnished",2300,30
"yes",300,3,3,5,0,"acept","not furnished",5000,76
"yes",300,4,5,2,6,"acept","furnished",7800,99
"yes",38,2,1,0,5,"acept","furnished",3200,41
"yes",150,3,3,3,11,"acept","not furnished",6000,77
"no",200,3,2,3,0,"acept","not furnished",2550,39
"yes",427,4,6,4,13,"acept","not furnished",10000,127
"yes",75,3,1,1,2,"acept","furnished",1900,25
"yes",150,3,3,2,0,"acept","not furnished",3300,50
"yes",300,3,1,2,0,"acept","not furnished",4500,68
"yes",220,3,2,1,0,"acept","not furnished",5000,76
"yes",213,3,5,5,10,"acept","not furnished",6200,79
"yes",320,4,6,4,4,"acept","not furnished",15000,191
"yes",84,3,2,1,3,"not acept","furnished",2175,28
"yes",75,2,1,0,0,"not acept","furnished",2500,32
"yes",57,2,1,0,4,"acept","not furnished",1700,22
"yes",16,1,1,0,1,"not acept","not furnished",850,11
"no",72,2,2,1,7,"acept","not furnished",850,11
"yes",140,3,4,2,11,"acept","furnished",12000,153
"no",80,2,2,1,8,"acept","furnished",2000,26
"yes",170,3,3,3,7,"acept","not furnished",3000,39
"yes",67,3,1,1,9,"acept","not furnished",1550,20
"yes",79,2,1,0,0,"acept","not furnished",2100,27
"yes",170,3,3,3,0,"acept","not furnished",3500,53
"yes",120,3,2,1,6,"acept","not furnished",3200,41
"no",206,3,2,3,15,"acept","not furnished",3910,50
"yes",249,3,3,1,9,"acept","furnished",8500,108
"yes",120,4,4,2,5,"acept","not furnished",9500,121
"no",260,3,4,4,0,"acept","not furnished",2800,43
"no",120,2,1,0,3,"acept","not furnished",1100,14
"yes",400,4,6,4,0,"acept","not furnished",15000,226
"yes",165,3,1,3,0,"acept","not furnished",3400,52
"yes",55,2,1,1,6,"not acept","not furnished",1800,23
"yes",75,3,2,2,12,"not acept","furnished",2236,29
"no",402,4,5,2,0,"acept","furnished",7500,113
"no",58,2,1,1,2,"acept","not furnished",1200,16
"yes",50,1,1,0,0,"not acept","not furnished",1220,19
"yes",60,4,4,1,5,"acept","not furnished",2120,27
"yes",280,4,5,4,18,"not acept","not furnished",12000,153
"yes",214,4,4,3,5,"acept","not furnished",6520,83
"yes",110,3,1,0,0,"acept","not furnished",2000,31
"yes",35,1,2,1,3,"not acept","furnished",3081,9
"yes",320,3,3,8,0,"acept","not furnished",5500,83
"yes",50,1,1,0,1,"acept","not furnished",750,10
"yes",128,3,3,0,3,"acept","furnished",12000,153
"yes",70,2,1,1,1,"acept","not furnished",1100,14
"yes",277,3,2,1,11,"acept","not furnished",7800,99
"yes",200,4,4,3,9,"acept","furnished",5000,64
"yes",70,2,2,1,1,"acept","not furnished",1000,13
"yes",50,1,1,1,3,"acept","not furnished",1900,25
"yes",130,3,3,2,3,"acept","not furnished",4000,51
"yes",600,6,5,5,0,"acept","furnished",12000,181
"yes",135,3,3,0,1,"not acept","not furnished",3810,49
"yes",27,1,1,0,5,"not acept","not furnished",3500,45
"yes",197,3,1,2,0,"acept","not furnished",2100,32
"yes",400,10,5,8,0,"acept","not furnished",10900,164
"no",92,3,2,3,1,"acept","furnished",2525,32
"yes",119,3,3,1,8,"not acept","furnished",3750,48
"yes",16,1,1,0,2,"acept","not furnished",899,12
"yes",45,2,1,1,8,"acept","not furnished",2010,26
"yes",57,2,1,1,5,"acept","furnished",2450,32
"yes",22,1,1,0,5,"acept","not furnished",1600,21
"yes",116,3,2,2,5,"acept","not furnished",3800,49
"yes",33,1,1,0,3,"acept","not furnished",1650,21
"no",250,4,4,0,0,"acept","not furnished",3825,58
"yes",128,2,3,2,1,"acept","not furnished",7500,96
"yes",58,2,2,0,2,"acept","not furnished",1250,16
"yes",105,3,2,2,6,"acept","not furnished",2583,33
"yes",41,1,1,1,3,"acept","furnished",2800,36
"yes",90,3,1,1,1,"acept","not furnished",3000,39
"yes",100,3,3,2,2,"not acept","not furnished",2300,30
"yes",890,5,6,8,0,"not acept","not furnished",11000,166
"yes",180,3,4,3,5,"acept","furnished",9000,115
"yes",136,3,3,2,8,"not acept","furnished",9900,126
"yes",175,1,3,2,19,"not acept","furnished",4142,53
"no",100,3,2,2,3,"acept","not furnished",1200,16
"yes",65,2,2,1,9,"acept","not furnished",1550,20
"yes",50,2,1,0,2,"not acept","not furnished",1000,13
"yes",105,3,3,1,5,"acept","not furnished",2150,28
"yes",108,3,3,2,3,"acept","not furnished",4800,61
"yes",55,1,1,0,1,"not acept","not furnished",730,10
"yes",46,2,1,1,5,"acept","not furnished",1418,6
"yes",71,3,4,0,0,"acept","not furnished",4000,61
"yes",93,3,2,2,10,"acept","not furnished",2600,33
"yes",60,2,2,1,11,"acept","furnished",6000,77
"yes",250,3,2,5,0,"not acept","not furnished",4500,68
"yes",150,3,3,2,3,"acept","furnished",2000,26
"yes",90,2,1,1,1,"acept","not furnished",3000,39
"yes",140,3,3,3,7,"not acept","not furnished",8000,102
"no",68,2,1,0,0,"acept","not furnished",1650,25
"yes",530,4,5,6,0,"acept","not furnished",5950,90
"yes",141,4,3,2,3,"acept","not furnished",4325,55
"yes",44,2,1,0,3,"acept","not furnished",1200,16
"yes",50,2,1,1,1,"not acept","not furnished",1439,19
"yes",216,3,5,0,14,"not acept","furnished",15000,191
"yes",60,2,2,1,1,"acept","not furnished",2514,32
"yes",20,1,1,0,0,"acept","not furnished",1200,19
"yes",250,3,4,0,1,"acept","furnished",10000,127
"no",92,3,2,2,13,"acept","furnished",3200,41
"yes",90,2,1,1,0,"not acept","not furnished",2250,34
"yes",60,2,2,2,2,"acept","not furnished",3570,46
"yes",32,1,1,0,1,"not acept","not furnished",1290,17
"yes",50,1,1,1,0,"acept","not furnished",2592,24
"yes",250,4,5,4,1,"acept","not furnished",12000,153
"yes",350,4,5,4,2,"acept","furnished",15000,191
"no",73,3,2,2,6,"not acept","not furnished",1500,20
"yes",74,3,2,1,14,"acept","not furnished",1980,26
"no",200,3,2,3,0,"acept","not furnished",2000,31
"yes",230,2,3,1,1,"acept","furnished",12000,153
"yes",200,3,2,5,0,"acept","not furnished",7000,106
"yes",40,2,1,0,16,"not acept","not furnished",1644,21
"yes",71,2,1,1,7,"acept","not furnished",2559,32
"no",200,3,3,2,0,"acept","not furnished",2210,34
"yes",60,2,1,0,0,"acept","not furnished",1700,26
"yes",170,6,5,1,0,"acept","not furnished",3468,53
"yes",298,4,6,5,0,"acept","furnished",8450,128
"yes",75,3,2,1,8,"not acept","not furnished",1900,25
"yes",480,4,6,5,0,"acept","not furnished",15000,226
"yes",142,3,4,2,4,"acept","not furnished",4500,58
"yes",77,3,1,2,6,"acept","not furnished",3400,44
"yes",15,1,1,0,1,"not acept","furnished",1550,20
"yes",350,3,4,3,8,"acept","furnished",8000,102
"yes",35,1,1,0,0,"not acept","not furnished",1100,17
"yes",350,7,4,2,0,"not acept","not furnished",8000,121
"yes",60,2,2,2,6,"acept","not furnished",2200,28
"yes",125,3,2,1,9,"acept","not furnished",4655,59
"yes",68,2,2,2,8,"acept","furnished",3419,44
"yes",280,3,4,2,0,"acept","not furnished",7000,106
"yes",390,4,4,5,8,"not acept","furnished",8600,109
"yes",198,5,5,2,1,"acept","not furnished",3801,49
"yes",330,6,4,3,0,"acept","not furnished",13000,196
"yes",430,4,3,4,0,"acept","not furnished",8500,128
"yes",79,3,2,2,11,"acept","not furnished",2600,33
"yes",100,1,1,0,0,"not acept","not furnished",950,15
"yes",130,2,1,0,0,"acept","furnished",4450,67
"yes",130,3,2,0,1,"acept","furnished",4800,61
"yes",80,2,2,1,0,"acept","not furnished",2600,40
"yes",45,2,1,0,0,"not acept","not furnished",1450,22
"no",45,1,1,1,15,"acept","not furnished",880,12
"yes",180,4,4,2,10,"acept","not furnished",5500,70
"no",84,3,1,1,3,"acept","not furnished",1200,16
"yes",225,4,5,4,22,"acept","furnished",9000,115
"yes",230,4,3,4,17,"not acept","furnished",6000,77
"no",350,2,2,2,0,"acept","not furnished",4300,65
"yes",45,1,1,0,0,"not acept","not furnished",1200,19
"yes",208,4,4,3,1,"acept","furnished",8000,102
"yes",48,2,1,1,12,"not acept","not furnished",2050,26
"yes",360,4,5,2,7,"acept","not furnished",15000,191
"no",74,3,2,1,4,"acept","not furnished",1000,13
"yes",37,1,1,1,20,"acept","not furnished",3700,47
"yes",260,5,5,4,20,"not acept","not furnished",8000,102
"yes",60,2,1,0,2,"acept","not furnished",1445,19
"yes",50,2,1,0,1,"acept","not furnished",2000,26
"yes",220,3,4,4,10,"acept","not furnished",7000,89
"yes",375,4,4,3,0,"acept","not furnished",6400,97
"yes",55,2,1,1,19,"acept","furnished",2100,27
"yes",35,1,1,0,1,"not acept","not furnished",1305,17
"yes",80,1,1,0,0,"not acept","not furnished",2000,26
"yes",700,5,8,3,0,"acept","not furnished",12000,181
"no",80,3,1,0,6,"acept","not furnished",1000,13
"yes",300,3,3,2,11,"acept","furnished",7650,97
"no",420,5,3,3,0,"not acept","not furnished",4000,61
"yes",190,3,4,4,5,"acept","not furnished",11000,140
"yes",300,4,5,4,9,"acept","furnished",7000,89
"no",50,1,1,0,2,"acept","not furnished",1080,14
"yes",45,1,1,0,1,"not acept","not furnished",1100,17
"yes",64,2,1,1,24,"not acept","not furnished",1817,24
