city,area,rooms,bathroom,parking spaces,floor,animal,furniture,rent amount,fire insurance,total
yes,300,4,5,8,-,acept,furnished,"R$12,000",R$181,"R$13,100"
yes,42,1,1,0,2,acept,not furnished,"R$2,800",R$36,"R$3,366"
yes,45,1,1,0,9,acept,furnished,"R$1,480",R$19,"R$1,898"
no,245,4,3,2,9,acept,not furnished,"R$10,500",R$134,"R$12,900"
yes,60,1,1,0,-,not acept,not furnished,"R$1,600",R$25,"R$1,817"
yes,100,1,2,0,-,not acept,not furnished,"R$3,100",R$40,"R$7,460"
no,210,6,3,0,-,acept,not furnished,"R$4,200",R$64,"R$4,264"
yes,160,3,3,2,8,acept,not furnished,"R$5,000",R$64,"R$7,634"
yes,68,2,1,1,1,acept,not furnished,"R$1,600",R$21,"R$1,971"
yes,52,2,1,1,17,acept,not furnished,"R$1,100",R$14,"R$1,699"
yes,40,1,1,0,-,not acept,not furnished,R$750,R$12,R$762
yes,232,3,4,2,-,acept,not furnished,"R$3,820",R$58,"R$3,938"
yes,42,1,1,1,27,not acept,not furnished,"R$5,300",R$68,"R$6,028"
yes,172,3,4,3,5,acept,not furnished,"R$9,000",R$115,"R$11,670"
no,30,1,1,0,7,acept,not furnished,R$500,R$7,R$871
yes,59,2,1,0,15,acept,not furnished,"R$1,750",R$23,"R$2,315"
yes,50,2,2,1,12,acept,not furnished,"R$1,722",R$22,"R$2,324"
no,49,2,1,1,2,acept,not furnished,"R$1,450",R$19,"R$1,916"
yes,216,4,2,2,2,acept,not furnished,"R$10,000",R$127,"R$13,150"
yes,127,1,1,2,28,not acept,furnished,"R$12,500",R$159,"R$14,550"
yes,226,4,4,4,2,acept,not furnished,"R$3,000",R$39,"R$8,377"
no,76,2,1,0,1,acept,not furnished,R$700,R$9,"R$1,109"
yes,50,2,1,1,4,acept,not furnished,"R$1,040",R$14,"R$1,554"
yes,170,3,4,3,21,acept,not furnished,"R$5,000",R$64,"R$7,014"
yes,70,2,2,0,2,acept,furnished,"R$5,500",R$70,"R$7,324"
yes,167,3,3,3,19,acept,furnished,"R$2,800",R$36,"R$4,878"
yes,450,4,2,3,-,acept,not furnished,"R$13,000",R$196,"R$14,200"
no,90,3,1,1,1,acept,not furnished,R$960,R$13,"R$2,056"
yes,89,2,2,2,1,acept,furnished,"R$3,327",R$43,"R$4,491"
yes,61,3,2,1,4,acept,not furnished,"R$3,000",R$39,"R$3,706"
yes,100,2,2,5,-,acept,not furnished,"R$6,800",R$103,"R$7,570"
yes,180,3,2,1,23,acept,not furnished,"R$7,000",R$89,"R$9,238"
yes,39,1,1,0,3,acept,furnished,"R$1,700",R$22,"R$2,072"
no,73,3,1,1,4,acept,not furnished,R$850,R$11,"R$1,215"
yes,90,2,3,0,-,acept,not furnished,"R$3,400",R$52,"R$3,452"
no,231,3,5,4,4,acept,furnished,"R$12,000",R$153,"R$15,000"
yes,250,5,2,6,-,acept,not furnished,"R$9,000",R$136,"R$10,550"
yes,20,1,1,0,6,acept,furnished,"R$1,800",R$23,"R$2,555"
no,300,4,5,2,-,acept,not furnished,"R$6,000",R$91,"R$6,091"
yes,42,1,1,0,1,acept,not furnished,"R$1,000",R$13,"R$1,263"
yes,280,4,4,3,2,acept,furnished,"R$4,000",R$51,"R$8,035"
no,44,2,1,1,4,acept,furnished,"R$1,800",R$23,"R$2,167"
yes,64,2,2,1,13,acept,not furnished,"R$2,600",R$33,"R$3,048"
yes,218,3,2,2,6,not acept,not furnished,"R$7,800",R$99,"R$10,450"
yes,140,2,1,3,-,acept,not furnished,"R$2,500",R$38,"R$2,732"
yes,86,2,1,1,-,acept,not furnished,"R$2,200",R$34,"R$2,344"
yes,100,2,2,1,-,acept,not furnished,"R$2,000",R$31,"R$2,119"
yes,50,1,1,0,2,not acept,not furnished,R$720,R$10,R$880
yes,128,2,3,2,5,not acept,not furnished,"R$15,000",R$191,"R$17,230"
yes,45,1,1,2,8,acept,not furnished,"R$1,800",R$23,"R$2,688"
yes,180,3,2,4,-,acept,not furnished,"R$3,600",R$55,"R$3,655"
yes,350,4,3,4,-,acept,not furnished,"R$4,000",R$61,"R$4,270"
yes,54,2,2,1,6,not acept,not furnished,"R$2,300",R$30,"R$2,997"
yes,60,2,2,1,11,acept,not furnished,"R$4,000",R$51,"R$4,719"
yes,200,2,1,0,-,acept,not furnished,"R$2,800",R$43,"R$3,134"
yes,520,3,4,3,-,acept,furnished,"R$7,000",R$106,"R$7,751"
yes,112,3,2,1,8,acept,not furnished,"R$3,850",R$49,"R$4,807"
yes,104,3,2,1,-,not acept,not furnished,"R$7,500",R$113,"R$7,880"
yes,90,1,1,0,1,not acept,not furnished,"R$1,550",R$20,"R$1,937"
yes,273,3,2,5,-,not acept,not furnished,"R$2,750",R$42,"R$3,007"
yes,74,2,2,0,10,acept,not furnished,"R$1,650",R$21,"R$2,281"
yes,40,1,1,1,8,not acept,not furnished,"R$1,675",R$22,"R$2,547"
yes,120,3,3,2,-,acept,not furnished,"R$2,580",R$39,"R$2,619"
yes,60,2,1,1,6,acept,not furnished,"R$1,480",R$19,"R$2,268"
yes,50,1,1,1,-,not acept,not furnished,R$900,R$14,R$935
no,398,5,6,0,2,acept,not furnished,"R$8,500",R$108,"R$12,810"
yes,90,2,2,2,8,acept,not furnished,"R$4,500",R$58,"R$5,559"
yes,106,3,3,1,2,acept,not furnished,"R$2,500",R$32,"R$3,852"
yes,22,1,1,0,6,not acept,furnished,"R$6,000",R$77,"R$6,466"
yes,167,3,3,4,10,acept,not furnished,"R$5,500",R$70,"R$8,191"
yes,250,3,3,2,3,acept,not furnished,"R$9,500",R$121,"R$12,020"
yes,246,4,4,4,4,not acept,not furnished,"R$12,000",R$153,"R$17,820"
yes,40,1,1,0,-,not acept,not furnished,"R$1,094",R$17,"R$1,111"
yes,76,2,2,1,1,acept,furnished,"R$3,000",R$39,"R$3,931"
yes,202,4,3,4,5,acept,not furnished,"R$12,000",R$153,"R$18,360"
yes,60,2,1,1,1,acept,furnished,"R$3,205",R$11,"R$3,784"
yes,65,2,2,2,2,acept,furnished,"R$3,000",R$39,"R$3,719"
yes,142,3,4,3,2,acept,not furnished,"R$5,000",R$64,"R$6,783"
yes,200,3,4,2,10,acept,not furnished,"R$7,000",R$89,"R$8,848"
no,60,2,3,0,1,not acept,furnished,"R$1,940",R$25,"R$2,903"
yes,58,2,2,1,3,acept,not furnished,"R$2,200",R$28,"R$2,558"
yes,80,2,1,0,4,acept,not furnished,"R$3,000",R$39,"R$3,589"
yes,201,4,3,2,7,acept,not furnished,"R$6,999",R$89,"R$10,530"
yes,94,3,2,2,3,acept,not furnished,"R$2,000",R$26,"R$3,068"
yes,410,5,7,3,-,acept,furnished,"R$12,000",R$181,"R$12,930"
no,87,4,2,2,4,acept,not furnished,"R$1,600",R$21,"R$2,511"
yes,190,3,2,1,3,acept,not furnished,"R$4,000",R$51,"R$5,751"
yes,45,1,1,0,3,acept,furnished,"R$3,000",R$39,"R$3,428"
yes,254,3,5,4,18,acept,not furnished,"R$10,000",R$127,"R$13,120"
yes,145,4,4,3,15,acept,not furnished,"R$7,300",R$93,"R$10,080"
yes,82,3,2,2,19,not acept,not furnished,"R$1,994",R$26,"R$2,490"
yes,360,4,5,2,4,acept,not furnished,"R$15,000",R$191,"R$18,960"
yes,25,1,1,0,1,not acept,not furnished,"R$1,200",R$16,"R$1,251"
no,145,3,2,2,6,not acept,not furnished,"R$2,200",R$28,"R$3,386"
yes,95,2,3,2,14,acept,furnished,"R$5,825",R$24,"R$7,324"
yes,60,2,2,2,20,acept,not furnished,"R$2,872",R$20,"R$3,603"
no,37,1,1,1,7,not acept,not furnished,R$825,R$11,"R$1,284"
yes,50,2,1,1,3,acept,furnished,"R$1,600",R$21,"R$1,993"
yes,100,2,1,1,-,not acept,not furnished,"R$1,450",R$22,"R$1,472"
yes,167,3,2,1,7,acept,not furnished,"R$10,850",R$138,"R$13,310"
yes,240,4,4,1,-,acept,not furnished,"R$9,000",R$136,"R$9,832"
yes,20,1,1,0,3,not acept,not furnished,"R$1,530",R$20,"R$1,774"
yes,160,3,3,2,-,acept,not furnished,"R$5,500",R$83,"R$5,792"
yes,100,1,2,2,3,not acept,not furnished,"R$5,000",R$64,"R$7,063"
yes,63,2,2,2,10,not acept,furnished,"R$2,000",R$26,"R$2,833"
yes,73,2,2,1,14,acept,not furnished,"R$1,350",R$18,"R$2,218"
yes,67,2,1,1,3,not acept,not furnished,"R$2,600",R$33,"R$3,553"
yes,134,2,2,1,7,not acept,furnished,"R$3,400",R$44,"R$5,176"
yes,150,2,2,1,-,acept,not furnished,"R$2,954",R$45,"R$3,000"
yes,300,3,5,4,-,acept,not furnished,"R$4,490",R$68,"R$4,892"
yes,197,3,4,3,12,acept,not furnished,"R$9,000",R$115,"R$11,950"
no,53,2,1,1,-,acept,not furnished,"R$2,000",R$26,"R$2,351"
no,136,3,2,1,6,acept,not furnished,"R$1,274",R$17,"R$1,923"
no,150,3,4,2,9,acept,not furnished,"R$3,400",R$44,"R$4,644"
yes,40,1,1,1,2,acept,not furnished,"R$2,803",R$36,"R$3,649"
yes,300,4,4,5,11,acept,not furnished,"R$11,000",R$140,"R$15,520"
yes,250,4,3,4,-,acept,not furnished,"R$7,200",R$109,"R$7,743"
yes,80,2,1,0,1,acept,furnished,"R$3,000",R$39,"R$3,539"
yes,109,1,1,2,5,not acept,furnished,"R$11,500",R$146,"R$13,880"
no,47,1,1,0,3,not acept,not furnished,R$530,R$7,R$997
no,72,3,3,1,10,not acept,not furnished,"R$1,700",R$22,"R$2,525"
yes,35,1,1,0,-,not acept,not furnished,"R$1,900",R$29,"R$2,030"
yes,200,4,2,1,-,not acept,not furnished,"R$2,500",R$38,"R$2,872"
yes,20,1,1,0,-,not acept,not furnished,R$790,R$11,R$801
yes,49,2,1,1,15,acept,not furnished,"R$1,300",R$17,"R$1,821"
yes,213,2,2,3,-,acept,not furnished,"R$5,150",R$78,"R$5,228"
yes,110,3,3,1,10,acept,furnished,"R$4,800",R$61,"R$6,279"
yes,40,1,1,0,-,not acept,not furnished,R$870,R$14,R$884
yes,38,1,1,0,1,acept,not furnished,"R$1,350",R$18,"R$1,738"
yes,40,1,1,1,10,acept,furnished,"R$2,829",R$33,"R$3,840"
yes,188,3,3,3,4,acept,furnished,"R$8,000",R$102,"R$10,740"
yes,90,1,1,1,13,acept,not furnished,"R$2,107",R$9,"R$3,216"
no,415,4,4,6,1,acept,not furnished,"R$9,500",R$121,"R$14,400"
yes,500,3,2,8,-,acept,not furnished,"R$4,000",R$61,"R$4,693"
no,135,3,2,1,7,acept,furnished,"R$3,100",R$40,"R$4,300"
yes,130,2,2,2,-,acept,not furnished,"R$2,500",R$38,"R$3,146"
yes,90,1,2,2,9,acept,furnished,"R$2,900",R$37,"R$4,155"
yes,79,1,2,2,25,not acept,furnished,"R$5,500",R$70,"R$6,569"
yes,160,3,3,0,-,not acept,not furnished,"R$5,000",R$76,"R$5,576"
yes,130,3,2,2,-,acept,furnished,"R$3,000",R$46,"R$3,046"
yes,256,3,5,4,13,acept,furnished,"R$9,000",R$115,"R$12,950"
yes,70,2,1,1,7,not acept,not furnished,"R$1,433",R$6,"R$1,904"
yes,220,4,2,2,3,not acept,not furnished,"R$8,000",R$102,"R$11,310"
yes,35,1,1,0,1,not acept,not furnished,"R$1,305",R$17,"R$1,572"
yes,73,3,2,2,1,acept,not furnished,"R$2,500",R$32,"R$3,575"
yes,180,3,3,1,14,acept,not furnished,"R$5,000",R$64,"R$6,936"
yes,45,1,1,1,3,acept,furnished,"R$2,450",R$32,"R$3,540"
yes,260,2,2,2,-,not acept,not furnished,"R$3,800",R$58,"R$4,425"
yes,44,1,1,0,1,acept,not furnished,"R$1,400",R$18,"R$1,518"
yes,60,2,2,1,11,not acept,furnished,"R$3,500",R$45,"R$4,405"
yes,101,3,3,2,16,acept,furnished,"R$7,500",R$29,"R$9,071"
yes,28,1,1,0,-,not acept,furnished,"R$1,650",R$21,"R$1,671"
yes,38,1,1,1,16,acept,furnished,"R$2,500",R$12,"R$2,985"
no,103,3,2,1,9,not acept,not furnished,"R$1,800",R$23,"R$2,821"
yes,126,4,3,2,4,not acept,not furnished,"R$4,500",R$58,"R$6,475"
yes,70,3,2,1,7,acept,not furnished,"R$2,800",R$36,"R$3,703"
yes,60,1,2,0,-,acept,not furnished,"R$1,062",R$16,"R$1,079"
no,80,3,1,1,1,acept,not furnished,"R$1,250",R$16,"R$1,674"
yes,97,3,2,2,2,not acept,not furnished,"R$2,600",R$33,"R$3,486"
yes,287,3,4,4,-,acept,furnished,"R$9,000",R$136,"R$9,566"
yes,300,4,2,4,27,acept,not furnished,"R$10,000",R$127,"R$13,560"
yes,470,4,5,4,-,acept,furnished,"R$10,200",R$154,"R$12,730"
yes,70,2,1,0,-,acept,not furnished,"R$3,000",R$46,"R$3,046"
yes,320,3,5,0,10,not acept,not furnished,"R$6,000",R$77,"R$13,270"
yes,50,1,1,1,4,acept,furnished,"R$3,223",R$41,"R$3,864"
no,70,2,1,0,2,acept,not furnished,R$700,R$9,"R$1,218"
yes,380,4,7,7,15,acept,not furnished,"R$15,000",R$191,"R$23,690"
yes,170,3,3,3,8,acept,furnished,"R$2,800",R$36,"R$5,054"
yes,55,2,1,1,11,acept,furnished,"R$1,700",R$22,"R$2,165"
yes,100,2,1,1,-,acept,not furnished,"R$3,800",R$58,"R$4,128"
yes,160,3,3,2,8,acept,not furnished,"R$4,075",R$19,"R$5,525"
yes,240,4,5,4,2,acept,furnished,"R$7,000",R$89,"R$11,490"
yes,180,4,4,4,68,acept,not furnished,"R$7,000",R$89,"R$9,239"
yes,150,2,3,1,25,acept,furnished,"R$7,600",R$97,"R$9,603"
yes,49,2,1,1,13,acept,not furnished,"R$1,606",R$6,"R$2,217"
yes,125,3,3,1,6,acept,furnished,"R$5,500",R$70,"R$7,417"
yes,59,2,1,1,9,acept,not furnished,"R$1,300",R$17,"R$2,118"
yes,145,3,3,1,5,acept,furnished,"R$6,600",R$84,"R$10,100"
yes,70,1,1,0,-,not acept,not furnished,"R$1,086",R$17,"R$1,266"
yes,217,4,4,3,3,acept,furnished,"R$5,000",R$64,"R$10,790"
yes,178,3,4,4,6,acept,furnished,"R$10,200",R$130,"R$13,700"
yes,95,3,2,1,7,acept,not furnished,"R$2,300",R$30,"R$3,180"
yes,102,3,3,2,9,acept,not furnished,"R$3,762",R$27,"R$5,094"
yes,80,2,2,1,-,not acept,not furnished,"R$2,188",R$10,"R$2,198"
yes,212,3,3,2,17,acept,not furnished,"R$5,750",R$73,"R$8,259"
yes,34,1,1,1,15,not acept,furnished,"R$2,900",R$13,"R$3,509"
yes,300,4,4,4,3,acept,not furnished,"R$6,700",R$85,"R$11,210"
yes,220,3,4,3,12,acept,furnished,"R$8,000",R$102,"R$12,260"
yes,54,1,1,0,8,acept,furnished,"R$3,949",R$51,"R$4,500"
yes,65,2,1,1,12,acept,furnished,"R$1,700",R$22,"R$2,496"
yes,45,1,1,0,-,acept,not furnished,"R$1,500",R$23,"R$1,599"
yes,26,1,1,1,3,acept,furnished,"R$1,396",R$18,"R$1,816"
yes,52,2,2,1,4,not acept,not furnished,"R$1,499",R$19,"R$2,039"
yes,32,1,1,0,9,acept,not furnished,"R$1,300",R$17,"R$1,591"
yes,130,2,1,0,1,acept,not furnished,"R$2,150",R$28,"R$2,837"
yes,23,1,1,0,23,acept,not furnished,"R$2,100",R$27,"R$2,549"
yes,200,3,2,3,-,acept,not furnished,"R$2,900",R$44,"R$3,278"
yes,157,3,2,0,7,acept,not furnished,"R$4,500",R$58,"R$6,230"
yes,130,3,2,1,2,not acept,not furnished,"R$4,500",R$58,"R$6,042"
yes,82,2,2,0,3,not acept,not furnished,"R$1,400",R$18,"R$2,072"
yes,100,1,1,0,-,acept,furnished,"R$2,720",R$41,"R$2,899"
yes,845,5,9,6,-,acept,furnished,"R$8,499",R$128,"R$9,627"
yes,70,2,2,1,2,acept,not furnished,"R$2,200",R$28,"R$2,480"
yes,100,2,3,1,11,acept,furnished,"R$9,800",R$125,"R$10,940"
yes,110,2,1,0,8,acept,not furnished,"R$1,500",R$20,"R$2,704"
no,46,1,1,1,10,acept,not furnished,R$580,R$8,"R$1,181"
yes,250,3,4,2,-,acept,not furnished,"R$6,000",R$91,"R$6,166"
yes,27,1,1,1,6,acept,not furnished,"R$1,247",R$9,"R$1,626"
yes,140,3,3,1,2,acept,furnished,"R$3,000",R$39,"R$4,198"
yes,77,2,1,1,5,acept,not furnished,"R$3,100",R$40,"R$4,752"
yes,550,4,5,5,-,acept,not furnished,"R$5,000",R$76,"R$5,951"
yes,50,2,1,1,8,acept,not furnished,"R$1,700",R$22,"R$2,325"
yes,42,1,1,1,17,not acept,furnished,"R$1,900",R$25,"R$3,427"
yes,420,5,6,3,13,acept,not furnished,"R$10,000",R$127,"R$15,290"
yes,203,3,3,4,3,acept,not furnished,"R$7,000",R$89,"R$10,210"
yes,180,2,2,2,-,acept,furnished,"R$3,084",R$47,"R$3,298"
yes,270,3,4,4,4,acept,furnished,"R$4,800",R$61,"R$8,989"
yes,180,3,3,2,1,acept,not furnished,"R$7,200",R$92,"R$10,190"
yes,24,2,2,1,13,acept,not furnished,"R$5,500",R$70,"R$6,704"
yes,62,2,1,1,7,acept,not furnished,"R$1,800",R$23,"R$2,398"
yes,85,2,2,2,5,not acept,not furnished,"R$5,646",R$72,"R$7,417"
yes,120,3,2,2,19,acept,furnished,"R$4,500",R$58,"R$6,708"
no,47,2,1,1,4,acept,not furnished,R$900,R$12,"R$1,197"
no,180,3,2,1,11,acept,not furnished,"R$2,200",R$28,"R$3,489"
yes,216,4,4,3,3,not acept,furnished,"R$8,000",R$102,"R$12,730"
yes,300,5,6,4,-,acept,not furnished,"R$8,700",R$131,"R$10,140"
yes,226,3,3,0,-,acept,furnished,"R$6,000",R$91,"R$6,125"
yes,70,1,1,0,-,not acept,not furnished,"R$1,520",R$23,"R$1,668"
no,100,2,2,0,-,acept,not furnished,"R$1,700",R$26,"R$1,926"
yes,23,1,1,0,23,acept,not furnished,"R$2,050",R$26,"R$2,499"
yes,600,4,3,3,1,acept,not furnished,"R$3,750",R$48,"R$11,470"
no,550,3,7,8,-,acept,not furnished,"R$7,700",R$116,"R$8,246"
yes,30,1,1,0,2,not acept,not furnished,R$870,R$12,"R$1,326"
yes,126,4,2,2,4,acept,not furnished,"R$3,000",R$39,"R$4,199"
yes,340,4,4,0,-,acept,not furnished,"R$4,000",R$61,"R$4,395"
yes,239,4,4,4,15,acept,not furnished,"R$5,500",R$70,"R$8,571"
yes,50,1,1,1,25,acept,furnished,"R$3,445",R$19,"R$4,178"
yes,600,4,4,4,9,acept,not furnished,"R$8,500",R$108,"R$19,380"
no,63,1,1,0,6,acept,furnished,"R$1,280",R$17,"R$2,021"
yes,62,2,1,1,12,not acept,furnished,"R$1,236",R$16,"R$1,936"
no,202,3,2,4,-,acept,not furnished,"R$3,500",R$53,"R$4,161"
yes,275,4,5,4,1,acept,not furnished,"R$9,700",R$123,"R$15,360"
yes,44,1,1,1,9,acept,furnished,"R$1,900",R$25,"R$2,342"
yes,69,2,1,1,5,acept,not furnished,"R$1,600",R$21,"R$2,176"
yes,48,1,1,2,15,not acept,furnished,"R$6,800",R$87,"R$9,408"
yes,90,3,2,1,4,acept,not furnished,"R$2,066",R$27,"R$3,085"
yes,140,3,2,2,13,not acept,not furnished,"R$2,000",R$26,"R$3,672"
yes,100,1,2,2,13,acept,furnished,"R$3,220",R$15,"R$4,061"
yes,242,5,3,2,-,acept,not furnished,"R$4,250",R$64,"R$4,694"
yes,130,3,4,3,7,acept,not furnished,"R$2,400",R$31,"R$4,441"
yes,47,1,1,1,8,not acept,not furnished,"R$1,350",R$18,"R$1,988"
yes,100,2,3,2,7,acept,furnished,"R$4,000",R$51,"R$5,536"
yes,88,2,4,2,8,acept,not furnished,"R$2,500",R$32,"R$3,751"
yes,20,1,1,0,3,acept,furnished,"R$1,800",R$23,"R$2,555"
yes,40,1,1,0,-,not acept,not furnished,"R$1,300",R$17,"R$1,317"
yes,43,1,1,1,5,not acept,not furnished,"R$3,200",R$41,"R$3,661"
yes,100,3,2,0,14,acept,not furnished,"R$2,500",R$32,"R$3,762"
yes,110,3,2,2,2,acept,not furnished,"R$5,500",R$70,"R$6,701"
yes,25,1,1,0,-,not acept,not furnished,"R$1,000",R$16,"R$1,100"
yes,48,2,1,0,8,not acept,not furnished,"R$2,000",R$26,"R$2,591"
yes,130,3,3,4,9,not acept,not furnished,"R$2,210",R$28,"R$4,085"
yes,23,1,1,0,23,acept,not furnished,"R$2,100",R$27,"R$2,549"
yes,62,3,1,1,8,acept,not furnished,"R$1,260",R$16,"R$2,085"
yes,38,1,1,0,-,not acept,not furnished,"R$1,650",R$25,"R$1,675"
yes,100,1,2,2,11,acept,not furnished,"R$5,850",R$75,"R$8,281"
yes,190,3,3,2,-,acept,furnished,"R$11,000",R$166,"R$11,480"
yes,37,1,1,0,6,acept,not furnished,"R$1,100",R$14,"R$2,014"
yes,240,3,4,5,9,acept,not furnished,"R$6,400",R$82,"R$11,080"
yes,120,3,2,2,5,acept,not furnished,"R$1,900",R$25,"R$3,802"
yes,130,3,2,2,1,acept,furnished,"R$3,500",R$45,"R$5,229"
yes,80,3,1,1,10,not acept,furnished,"R$1,400",R$18,"R$2,329"
no,80,1,1,1,7,acept,not furnished,"R$3,000",R$39,"R$3,689"
yes,58,2,1,0,16,not acept,furnished,"R$4,200",R$54,"R$5,014"
yes,110,2,2,1,6,not acept,not furnished,"R$3,960",R$51,"R$4,631"
yes,40,1,1,1,7,acept,not furnished,"R$2,400",R$31,"R$2,881"
yes,362,4,5,2,-,acept,not furnished,"R$7,000",R$106,"R$7,940"
yes,412,3,5,6,21,acept,not furnished,"R$3,952",R$51,"R$6,462"
yes,160,3,3,4,3,acept,not furnished,"R$5,000",R$64,"R$7,456"
yes,55,2,1,0,5,acept,furnished,"R$2,400",R$31,"R$3,075"
yes,200,3,4,4,-,acept,not furnished,"R$4,500",R$68,"R$4,933"
yes,165,3,2,3,16,acept,not furnished,"R$3,730",R$48,"R$5,993"
yes,65,2,1,0,-,acept,not furnished,"R$1,300",R$17,"R$1,387"
no,230,3,5,4,6,acept,not furnished,"R$7,500",R$96,"R$9,396"
yes,86,2,1,1,1,acept,not furnished,"R$3,320",R$42,"R$4,285"
yes,122,3,2,1,17,acept,not furnished,"R$3,860",R$49,"R$4,992"
yes,51,2,1,1,-,acept,not furnished,"R$1,800",R$23,"R$2,361"
yes,94,3,2,2,1,acept,not furnished,"R$3,570",R$46,"R$5,093"
no,80,2,2,1,5,acept,not furnished,"R$1,150",R$15,"R$1,794"
yes,85,2,2,0,17,acept,furnished,"R$6,000",R$43,"R$6,853"
yes,130,3,2,1,9,not acept,not furnished,"R$4,500",R$58,"R$6,058"
yes,23,1,1,0,23,acept,not furnished,"R$2,100",R$27,"R$2,560"
yes,60,1,1,0,-,acept,not furnished,"R$1,000",R$16,"R$1,050"
yes,75,1,2,0,4,acept,not furnished,"R$2,100",R$27,"R$2,387"
yes,55,3,1,1,7,acept,furnished,"R$1,800",R$23,"R$2,544"
yes,240,3,4,3,8,acept,not furnished,"R$7,000",R$89,"R$11,210"
yes,119,3,2,1,7,acept,not furnished,"R$3,500",R$45,"R$4,803"
yes,278,4,3,3,3,acept,not furnished,"R$10,000",R$127,"R$15,430"
yes,69,3,2,1,8,acept,not furnished,"R$2,000",R$26,"R$2,702"
no,100,2,2,1,11,acept,not furnished,"R$2,000",R$26,"R$2,026"
yes,55,2,1,1,9,not acept,not furnished,"R$1,750",R$23,"R$2,478"
yes,76,2,1,0,2,acept,not furnished,"R$2,290",R$30,"R$2,820"
yes,200,3,4,3,19,acept,furnished,"R$8,500",R$33,"R$11,780"
no,86,2,2,1,2,acept,not furnished,"R$1,250",R$16,"R$1,813"
yes,87,2,2,1,11,acept,not furnished,"R$5,000",R$64,"R$6,214"
yes,80,2,1,2,-,acept,not furnished,"R$2,000",R$31,"R$2,049"
yes,57,2,1,1,7,acept,not furnished,"R$1,500",R$20,"R$2,157"
no,35,1,1,0,8,acept,not furnished,R$500,R$7,"R$1,001"
yes,60,2,1,1,6,acept,not furnished,"R$1,200",R$16,"R$2,280"
yes,180,2,1,0,-,acept,not furnished,"R$2,300",R$35,"R$2,523"
no,45,1,1,1,2,acept,not furnished,"R$1,100",R$14,"R$1,515"
yes,320,8,4,0,-,acept,not furnished,"R$11,000",R$166,"R$11,970"
yes,350,5,4,3,16,acept,not furnished,"R$15,000",R$191,"R$19,460"
yes,67,2,1,0,3,acept,not furnished,"R$1,050",R$14,"R$1,325"
yes,178,3,3,3,8,acept,furnished,"R$8,300",R$106,"R$11,610"
no,54,2,1,1,3,acept,not furnished,"R$1,099",R$14,"R$1,422"
yes,50,1,1,0,-,acept,not furnished,R$900,R$14,"R$1,295"
yes,450,4,5,7,-,acept,furnished,"R$12,000",R$181,"R$12,520"
no,138,3,4,3,16,acept,not furnished,"R$5,200",R$66,"R$6,800"
yes,129,3,4,3,6,acept,furnished,"R$2,500",R$32,"R$4,616"
yes,118,3,3,2,17,acept,furnished,"R$3,890",R$50,"R$5,296"
yes,340,4,5,4,2,not acept,furnished,"R$5,500",R$70,"R$10,900"
yes,383,4,5,6,-,acept,not furnished,"R$10,200",R$154,"R$14,890"
yes,13,1,1,0,1,acept,not furnished,"R$2,200",R$28,"R$2,233"
yes,167,3,2,1,14,acept,furnished,"R$9,500",R$121,"R$11,920"
yes,399,3,5,4,21,acept,not furnished,"R$12,000",R$153,"R$19,150"
no,46,1,1,1,4,not acept,furnished,"R$1,100",R$14,"R$1,719"
yes,74,3,2,2,15,acept,not furnished,"R$1,450",R$19,"R$2,419"
yes,800,5,4,8,-,acept,not furnished,"R$14,200",R$214,"R$16,660"
yes,180,3,4,3,15,acept,not furnished,"R$8,900",R$113,"R$12,000"
yes,180,3,3,1,8,not acept,not furnished,"R$6,000",R$77,"R$7,969"
yes,303,4,5,1,-,acept,furnished,"R$9,000",R$126,"R$9,126"
yes,45,1,1,1,2,not acept,furnished,"R$2,970",R$38,"R$3,881"
yes,220,3,2,2,13,acept,not furnished,"R$3,800",R$49,"R$5,341"
no,70,2,1,1,7,acept,not furnished,"R$1,300",R$17,"R$2,017"
yes,101,2,3,1,9,not acept,furnished,"R$5,600",R$71,"R$7,106"
yes,72,2,1,1,7,acept,not furnished,"R$1,440",R$19,"R$1,948"
no,200,3,4,2,4,not acept,not furnished,"R$2,000",R$26,"R$4,801"
yes,250,3,2,1,2,acept,not furnished,"R$8,500",R$108,"R$16,810"
yes,126,2,1,0,-,acept,not furnished,"R$1,700",R$26,"R$2,040"
yes,290,3,3,2,-,acept,furnished,"R$15,000",R$226,"R$16,230"
yes,166,2,1,5,-,acept,furnished,"R$2,200",R$34,"R$2,434"
yes,133,3,2,0,6,acept,not furnished,"R$2,957",R$38,"R$3,846"
yes,208,3,4,3,1,acept,not furnished,"R$3,800",R$49,"R$6,849"
yes,178,3,3,0,17,acept,not furnished,"R$6,400",R$82,"R$8,224"
yes,49,2,1,1,5,acept,not furnished,"R$1,650",R$21,"R$2,214"
yes,42,1,1,1,6,acept,furnished,"R$1,861",R$7,"R$2,396"
yes,236,3,4,5,-,acept,not furnished,"R$3,700",R$56,"R$4,208"
yes,50,1,1,0,-,acept,not furnished,R$820,R$13,R$841
yes,45,1,1,0,3,acept,not furnished,"R$1,137",R$8,"R$1,496"
yes,60,1,1,1,8,acept,not furnished,"R$4,600",R$59,"R$5,659"
yes,180,3,2,2,3,acept,not furnished,"R$2,500",R$32,"R$5,274"
yes,68,2,2,1,14,acept,not furnished,"R$2,083",R$27,"R$3,026"
